direction,entry_price,entry,entry_ts,entry_bar,stop,target,qty,atr,score,zone,exit_price,exit_ts,exit_reason,pnl,fee,win,month
long,25888.15,25888.15,2026-01-27 08:00:00,57705,25887.429128281623,25914.34392273269,3.344338156917885,7.27608964796921,9,25901.295867899113,25887.429128281623,2026-01-27 08:10:00,stop,-37.0423299368216,34.6314911428055,False,2026-01
long,25880.75,25880.75,2026-01-27 09:00:00,57717,25870.865507149516,25911.730217827182,2.803089465077348,8.60561606310618,9,25901.295867899113,25870.865507149516,2026-01-27 09:20:00,stop,-56.72554084614456,29.01842306932023,False,2026-01
long,25869.65,25869.65,2026-01-27 10:00:00,57729,25860.71021795906,25907.62901918425,2.260275213201158,10.549727551179723,7,25901.295867899113,25860.71021795906,2026-01-27 10:10:00,stop,-43.59537922624028,23.389011467675736,False,2026-01
long,25855.75,25855.75,2026-01-27 11:00:00,57741,25849.92249971013,25902.223751304417,1.830473652474901,12.909375362337643,7,25901.295867899113,25849.92249971013,2026-01-27 11:10:00,stop,-29.598393396387927,18.93130765599117,False,2026-01
long,25856.05,25856.05,2026-01-27 12:00:00,57753,25857.806197927654,25896.207109325554,2.1047849821070854,11.154752590432173,8,25901.295867899113,25857.806197927654,2026-01-27 12:25:00,stop,-18.07215127090964,21.76857029464396,False,2026-01
long,25873.25,25873.25,2026-01-27 13:00:00,57765,25864.535919622478,25910.663361698847,2.248306131923868,10.392600471902407,9,25901.295867899113,25864.535919622478,2026-01-27 13:15:00,stop,-42.86031499797963,23.268394651119692,False,2026-01
long,25887.15,25887.15,2026-01-27 14:00:00,57777,25876.60393438509,25930.557295267095,1.9202709322933433,12.05758201863758,8,25901.295867899113,25876.60393438509,2026-01-27 14:25:00,stop,-40.135439916340204,19.884136665967052,False,2026-01
long,25875.75,25875.75,2026-01-27 15:00:00,57789,25872.30404602979,25912.856792865943,2.22742726740056,10.307442462762062,7,25901.295867899113,25872.30404602979,2026-01-27 15:05:00,stop,-30.730152281231486,23.054540445776016,False,2026-01
long,26165.25,26165.25,2026-01-28 08:00:00,57978,26166.886498699423,26208.285755852594,1.9068115964177093,11.954376625720812,9,26217.475,26166.886498699423,2026-01-28 08:10:00,stop,-16.836386151684923,19.95688084926739,False,2026-01
long,26174.55,26174.55,2026-01-28 09:00:00,57990,26172.58082247684,26238.761298854202,1.2721385831757432,17.83647190394546,9,26217.475,26172.58082247684,2026-01-28 09:05:00,stop,-15.824128685237534,13.319061980905062,False,2026-01
long,26194.75,26194.75,2026-01-28 10:00:00,58002,26167.231600161107,26249.786799677786,1.478481670249514,15.287999910496152,9,26217.475,26167.231600161107,2026-01-28 10:15:00,stop,-56.17683284910778,15.491383092707384,False,2026-01
long,26165.35,26165.35,2026-01-28 12:30:00,58032,26177.000333728764,26212.373498220568,1.711399347487536,13.062082839047209,9,26217.475,26177.000333728764,2026-01-28 13:00:00,stop,2.0266283747071903,17.9117451667132,True,2026-01
